id,Status,Collection,Item Type,Total Checkouts,Total Renewals,Call Number,BibIds
1297017,REFERENCE,Kids Room,Non-circulating,0,0,R J 902.02 Gru,1228582
1297099,AVAILABLE,Kids Room,Books,135,40,ER Feh,1075213
1298011,AVAILABLE,Kids Room,Battle of the books,35,10,JSF Coo (paper),1009839
1298012,AVAILABLE,Kids Room,Battle of the books,28,26,JSF Coo (paper),1009839
1298016,ASK STAFF,Kids Room,Books,1,0,JF Gut (paper),1179563
1298018,AVAILABLE,Kids Room,Books,5,0,JF Bau (paper),1179788
1298019,AVAILABLE,Kids Room,Books,7,2,JF Bau (paper),1179788
1298024,AVAILABLE,Kids Room,Books,28,12,JF Woo (paper),1189548
1298025,AVAILABLE,Kids Room,Books,31,12,JF Woo (paper),1189548
1298028,AVAILABLE,Kids Room,Books,27,8,JF Woo (paper),1189548
1298029,ASK STAFF,Kids Room,Books,3,0,JB De Paola (paper),1149776
1298032,ASK STAFF,Kids Room,Books,15,4,JF Why (paper),1154980
1298033,ASK STAFF,Kids Room,Books,12,2,JF Yol (paper),1052077
1298056,AVAILABLE,Adult Collection,Books,51,22,975.6 Rea,1230447
1298103,AVAILABLE,Kids Room,Books,9,2,JF Sai (paper),1196295
1298105,AVAILABLE,Kids Room,Books,7,2,JF Sai (paper),1196295
1298108,AVAILABLE,Kids Room,Books,3,1,JF Sai (paper),1196295
1298109,ASK STAFF,Kids Room,Books,3,0,JM Gif (paper),1146877
1299186,REFERENCE,Kids Room,Non-circulating,0,0,CS Keats,1051785
1299187,REFERENCE,Kids Room,Non-circulating,0,0,CS Num [BIG BOOK],1137834
1299188,REFERENCE,Kids Room,Non-circulating,0,0,CS Wil,1076461
1299189,REFERENCE,Kids Room,Non-circulating,0,0,CS Ehl,1012149
1299190,REFERENCE,Kids Room,Non-circulating,0,0,CS Bro,1063406
1299191,REFERENCE,Kids Room,Non-circulating,0,0,CS Bar,1064060
1299192,REFERENCE,Kids Room,Non-circulating,0,0,CS Bur,1034245
1299193,REFERENCE,Kids Room,Non-circulating,0,0,CS Ehl,1012157
1299194,REFERENCE,Kids Room,Non-circulating,0,0,CS Woo,1046730
1300104,BILLED,Kids Room,Books,20,5,JF Ell (paper),1171906
1300958,AVAILABLE,Kids Room,Books,83,24,JSF Las (paper),1238036
1300959,AVAILABLE,Kids Room,Books,85,17,JSF Las (paper),1238036
1302009,AVAILABLE,Kids Room,Books,84,16,PIC Sobe,1237998
1302296,AVAILABLE,Kids Room,Books,115,57,JSF Ende,1238381
1303378,AVAILABLE,Kids Room,Books,73,20,JGN Torr v.1,1213880
1303379,AVAILABLE,Kids Room,Books,79,17,JGN Torr v.1,1213880
1303958,AVAILABLE,Adult Collection,Books,14,3,975 Ency,1240000
1304526,AVAILABLE,Kids Room,Books,39,16,JF Le (paper),1149195
1304527,AVAILABLE,Kids Room,Books,75,18,JF American (paper),1069283
1305463,IN MENDING,Kids Room,Books,122,35,PIC Churchill,1186080
1305682,AVAILABLE,Adult Collection,Adult Fiction,122,19,ROM Quin,1445135
1306690,AVAILABLE,Kids Room,Books,95,41,JF Wil (paper),1049971
1306692,AVAILABLE,Kids Room,Books,79,20,JM American (paper),1218200
1306696,AVAILABLE,Kids Room,Books,66,27,JF McC (paper),1021968
1306703,AVAILABLE,Kids Room,Books,48,14,JF American (paper),1139503
1306704,AVAILABLE,Kids Room,Books,51,22,JF American (paper),1139502
1307181,AVAILABLE,Kids Room,Books,58,8,EJF Woj (paper),1131375
1307377,WITHDRAWN,Adult Collection,Books,0,0,347.756 Nota,1042419
1308811,AVAILABLE,Kids Room,Books,109,46,J 291.13 Phi,1117012
1309504,AVAILABLE,Adult Collection,Books,3,1,975.6003 Enc,1244395
1309698,AVAILABLE,Kids Room,Books,54,21,JSF Ske,1242798
1310188,AVAILABLE,Kids Room,Books,69,24,J 912 Web,1245163
1310251,AVAILABLE,Teen Room,Y Fiction,70,19,YF Von (paper),1187408
1310502,AVAILABLE,Kids Room,CHC CD Audiobook,53,23,JCD JM Bacc,1245723
1310813,AVAILABLE,Kids Room,Books,14,5,JF Nam (paper),1084808
1310857,AVAILABLE,Kids Room,Books,30,15,J 912 Wri,1245299
1311386,AVAILABLE,Adult Collection,Books,38,23,975.6003 Enc,1244395
1311528,AVAILABLE,Kids Room,Books,39,23,J 912 Nat,1245253
1311529,AVAILABLE,Kids Room,Books,41,19,J 912 Nat,1245253
1311729,AVAILABLE,Kids Room,Books,25,10,JF Far (paper),1014112
1311779,AVAILABLE,Teen Room,Y Fiction,19,7,YF Pau (paper),1171994
1312042,AVAILABLE,Teen Room,Y Fiction,12,7,YF Gre (paper),1009054
1312695,AVAILABLE,Kids Room,Books,23,15,JSF Avi (paper),1226416
1312697,AVAILABLE,Kids Room,Books,10,4,JSF Avi (paper),1226416
1312706,AVAILABLE,Kids Room,Books,102,37,EJF Brow (paper),1227849
1313335,AVAILABLE,Kids Room,Books,8,1,JF Nam (paper),1084808
1313351,AVAILABLE,Kids Room,Books,14,13,JSF Dua (paper),1013826
1314736,AVAILABLE,Adult Collection,Books,31,13,808.88 Yal,1248079
1315047,BILLED,Adult Collection,Books,112,41,616 Gawa,1250152
1315243,AVAILABLE,Teen Room,Y Fiction,27,13,YF Tay (paper),1174979
1315305,ON HOLDSHELF,Teen Room,Y Fiction,97,41,YF Hin (paper),1009215
1315417,AVAILABLE,Kids Room,Books,8,4,JF Bla (paper),1140249
1315427,AVAILABLE,Kids Room,Books,31,18,JF Mor (paper),1142669
1315432,AVAILABLE,Kids Room,Books,25,10,JF Pot (paper),1196951
1315433,ASK STAFF,Kids Room,Books,7,4,JF Pot (paper),1196951
1315436,ASK STAFF,Kids Room,Books,7,3,JF Pot (paper),1196951
1315437,ASK STAFF,Kids Room,Books,5,4,JF Pot (paper),1196951
1315449,ASK STAFF,Kids Room,Books,2,1,JF Spi (paper),1126668
1315450,ASK STAFF,Kids Room,Books,4,0,JF Spi (paper),1126668
1315463,AVAILABLE,Kids Room,Books,138,53,JF Pau,1055599
1315577,ASK STAFF,Kids Room,Battle of the books,8,2,JF Sel (paper),1045887
1315578,AVAILABLE,Kids Room,Books,22,16,JF Sel (paper),1045887
1315579,ASK STAFF,Kids Room,Books,24,9,JF Sel (paper),1045887
1315699,AVAILABLE,Kids Room,Books,8,1,JSF Ale (paper),1147754
1315700,ASK STAFF,Kids Room,Books,4,1,JSF Ale (paper),1147754
1315775,AVAILABLE,Kids Room,Books,45,27,JF Hes (paper),1166107
1316209,AVAILABLE,Adult Collection,Adult Fiction,99,51,SF Pull,1117451
1316399,IN MENDING,Kids Room,Books,45,28,JSF Wre (paper),1086205
1316404,ASK STAFF,Kids Room,Books,4,1,JF Bla (paper),1140249
1316405,ASK STAFF,Kids Room,Books,1,0,JF Bla (paper),1140249
1316406,AVAILABLE,Kids Room,Books,28,13,JSF Dua (paper),1013826
1316407,ASK STAFF,Kids Room,Books,6,3,JF Pot (paper),1196951
1316408,ASK STAFF,Kids Room,Books,5,3,JF Pot (paper),1196951
1316410,ASK STAFF,Kids Room,Books,6,1,JF Hil (paper),1162282
1316411,ASK STAFF,Kids Room,Books,3,0,JF Hil (paper),1162282
1316412,ASK STAFF,Kids Room,Books,4,1,JF Hil (paper),1162282
1316424,ASK STAFF,Kids Room,Battle of the books,23,7,JM Hal (paper),1159200
1316425,AVAILABLE,Kids Room,Books,16,1,JM Hal (paper),1159200
1316426,AVAILABLE,Kids Room,Books,9,11,JM Hal (paper),1159200
1316427,ASK STAFF,Kids Room,Books,8,0,JM Hal (paper),1159200
1316433,ASK STAFF,Kids Room,Books,4,2,JF Spi (paper),1126668
1316434,ASK STAFF,Kids Room,Books,5,1,JF Spi (paper),1126668
1316435,ASK STAFF,Kids Room,Books,3,1,JF Spi (paper),1126668
1316507,AVAILABLE,Kids Room,Books,8,4,JSF Yol (paper),1075462
1316508,AVAILABLE,Kids Room,Books,16,8,JSF Yol (paper),1075462
1316509,AVAILABLE,Kids Room,Valentine's Day,11,5,JSF Yol (paper),1075462
1316597,ASK STAFF,Kids Room,Books,2,0,JF Opp (paper),1131716
1316598,ASK STAFF,Kids Room,Books,13,3,JF Opp (paper),1131716
1320630,AVAILABLE,Kids Room,Books,29,8,JSF Ree (paper),1243160
1321095,AVAILABLE,Adult Collection,Books,19,18,342.7308 Bra,1256290
1323170,IN MENDING,Kids Room,Books,79,17,PIC Kin,1255312
1324890,AVAILABLE,Kids Room,Books,63,28,J 520 Ridp,1258687
1325368,AVAILABLE,Adult Collection,Books,69,22,917.5655 De,1259108
1325369,AVAILABLE,Adult Collection,Books,86,53,917.5655 De,1259108
1325379,WITHDRAWN,Adult Collection,Books,6,17,346.7304 Stim,1259110
1325438,WITHDRAWN,Adult Collection,Books,12,11,346.7304 Sti,1259110
1326306,AVAILABLE,Kids Room,Books,40,10,JSF Bel,1257014
1326491,AVAILABLE,Kids Room,Books,78,21,EJF Trin (paper),1260691
1326492,AVAILABLE,Kids Room,Books,66,22,EJF Trin (paper),1260691
1326495,IN MENDING,Kids Room,Books,75,15,EJF Trin (paper),1260062
1326870,REFERENCE,Kids Room,Non-circulating,0,0,CS Tho,1162306
1327723,AVAILABLE,Kids Room,Books,15,4,JF Yee (paper),1200268
1327733,AVAILABLE,Kids Room,Books,30,6,JF McK (paper),1223917
1327734,AVAILABLE,Kids Room,Books,22,4,JF McK (paper),1223917
1327918,AVAILABLE,Kids Room,Books,73,31,EJF Pete (paper),1184539
1328297,AVAILABLE,Kids Room,Books,135,53,BBK Cou,1223903
1328302,AVAILABLE,Kids Room,Books,108,42,ER Bak,1190673
1328930,AVAILABLE,Kids Room,Books,63,33,JF Ryl (paper),1130779
1330396,AVAILABLE,Kids Room,Books,125,26,EJF Park (paper),1183780
1330458,AVAILABLE,Kids Room,Books,156,35,EJF Roy (paper),1172100
1330590,AVAILABLE,Kids Room,Books,117,32,BBK Bre,1065954
1331427,AVAILABLE,Kids Room,Books,82,31,JF Pen (paper),1243308
1331428,AVAILABLE,Kids Room,Battle of the books,80,39,JF Pen (paper),1243308
1331432,AVAILABLE,Kids Room,Battle of the books,92,36,JF Pen (paper),1243308
1331436,ASK STAFF,Kids Room,Books,0,0,JF McK (paper),1211782
1331437,ASK STAFF,Kids Room,Books,4,0,JF McK (paper),1211782
1331438,ASK STAFF,Kids Room,Books,2,0,JF McK (paper),1211782
1331440,AVAILABLE,Kids Room,Books,6,3,JF McK (paper),1211782
1331441,ASK STAFF,Kids Room,Books,5,3,JF McK (paper),1211782
1331442,ASK STAFF,Kids Room,Battle of the books,4,1,JF McK (paper),1211782
1331443,ASK STAFF,Kids Room,Books,4,0,JF McK (paper),1211782
1331444,AVAILABLE,Kids Room,Books,6,2,JF McK (paper),1211782
1331445,ASK STAFF,Kids Room,Books,2,1,JF McK (paper),1211782
1331458,AVAILABLE,Kids Room,Books,35,6,JF Yee (paper),1200268
1331462,AVAILABLE,Kids Room,Books,15,6,JF Yee (paper),1200268
1331464,AVAILABLE,Kids Room,Books,14,5,JF Yee (paper),1200268
1331619,AVAILABLE,Kids Room,Books,8,6,JF Kur (paper),1199128
1331621,AVAILABLE,Kids Room,Books,8,5,JF Kur (paper),1199128
1331623,AVAILABLE,Kids Room,Books,7,3,JF Kur (paper),1199128
1331625,AVAILABLE,Kids Room,Books,7,6,JF Kur (paper),1199128
1331626,AVAILABLE,Kids Room,Books,5,3,JF Kur (paper),1199128
1331628,AVAILABLE,Kids Room,Books,10,7,JF Kur (paper),1199128
1331629,AVAILABLE,Kids Room,Books,5,5,JF Kur (paper),1199128
1331634,ASK STAFF,Kids Room,Books,6,1,JSF Ree (paper),1243160
1331635,AVAILABLE,Kids Room,Books,37,11,JSF Ree (paper),1243160
1331637,AVAILABLE,Kids Room,Books,20,9,JSF Ree (paper),1243160
1331638,LOST & PAID,Kids Room,Books,20,11,JSF Ree (paper),1243160
1331639,ASK STAFF,Kids Room,Books,9,5,JSF Ree (paper),1243160
1331640,ASK STAFF,Kids Room,Books,3,1,JSF Ree (paper),1243160
1331641,ASK STAFF,Kids Room,Books,12,3,JSF Ree (paper),1243160
1331642,ASK STAFF,Kids Room,Books,18,5,JSF Ree (paper),1243160
1331643,ASK STAFF,Kids Room,Books,8,1,JSF Ree (paper),1243160
1331726,AVAILABLE,Kids Room,Books,52,27,JSF Fer (paper),1187612
1331727,IN MENDING,Kids Room,Books,47,17,JSF Fer (paper),1187612
1331728,AVAILABLE,Kids Room,Books,36,18,JSF Fer (paper),1187612
1331730,AVAILABLE,Kids Room,Books,39,22,JSF Fer (paper),1187612
1331732,AVAILABLE,Kids Room,Books,42,14,JSF Fer (paper),1187612
1331733,AVAILABLE,Kids Room,Books,48,16,JSF Fer (paper),1187612
1331736,AVAILABLE,Kids Room,Books,19,5,JF Sto (paper),1220543
1331738,ASK STAFF,Kids Room,Books,5,2,JF Sto (paper),1220543
1331739,ASK STAFF,Kids Room,Books,5,0,JF Sto (paper),1220543
1331740,ASK STAFF,Kids Room,Books,5,0,JF Sto (paper),1220543
1331742,ASK STAFF,Kids Room,Books,2,0,JF Sto (paper),1220543
1331743,AVAILABLE,Kids Room,Books,30,13,JF Sto (paper),1220543
1331744,AVAILABLE,Kids Room,Books,25,11,JF Sto (paper),1220543
1331745,ASK STAFF,Kids Room,Books,4,1,JF Sto (paper),1220543
1331783,AVAILABLE,Kids Room,Books,3,3,JF Nam (paper),1084808
1331784,AVAILABLE,Kids Room,Books,8,0,JF Nam (paper),1084808
1331787,AVAILABLE,Kids Room,Books,35,14,JF Avi (paper),1117532
1331790,ASK STAFF,Kids Room,Books,5,1,JSF Sci (paper),1112469
1331792,ASK STAFF,Kids Room,Books,8,2,JSF Sci (paper),1112469
1331793,ASK STAFF,Kids Room,Books,7,1,JSF Sci (paper),1112469
1331794,ASK STAFF,Kids Room,Books,8,0,JSF Sci (paper),1112469
1331795,ASK STAFF,Kids Room,Books,2,3,JF Lub (paper),1155286
1331796,ASK STAFF,Kids Room,Books,3,1,JF Lub (paper),1155286
1331858,AVAILABLE,Teen Room,Y Fiction,26,8,YF Nix (paper),1021363
1331864,AVAILABLE,Teen Room,Y Fiction,36,17,YF Hin (paper),1009221
1332011,AVAILABLE,Kids Room,Books,55,24,JSF Kol (paper),1200981
1332012,AVAILABLE,Kids Room,Books,32,14,JSF Kol (paper),1200981
1332013,AVAILABLE,Kids Room,Books,16,12,JSF Kol (paper),1200981
1332015,ASK STAFF,Kids Room,Books,5,6,JSF Kol (paper),1200981
1332016,ASK STAFF,Kids Room,Books,8,7,JSF Kol (paper),1200981
1332017,ASK STAFF,Kids Room,Books,5,8,JSF Kol (paper),1200981
1332018,ASK STAFF,Kids Room,Books,5,2,JSF Kol (paper),1200981
1332019,ASK STAFF,Kids Room,Books,15,3,JSF Kol (paper),1200981
1332020,ASK STAFF,Kids Room,Books,6,7,JSF Kol (paper),1200981
1332053,ASK STAFF,Kids Room,Books,19,4,EJF Gree (paper),1116863
1332054,ASK STAFF,Kids Room,Books,14,5,EJF Gree (paper),1116863
1332055,ASK STAFF,Kids Room,Books,13,3,EJF Gree (paper),1116863
1332244,AVAILABLE,Kids Room,Books,71,38,J 912 Nat,1267028
1332361,AVAILABLE,Kids Room,Books,53,21,JF Bry (paper),1267115
1332440,AVAILABLE,Adult Collection,Books,18,9,578.77 Kos,1264711
1332691,ASK STAFF,Kids Room,Books,7,3,JM Cur (paper),1228372
1332692,ASK STAFF,Kids Room,Books,6,0,JM Cur (paper),1228372
1332693,ASK STAFF,Kids Room,Battle of the books,3,0,JM Cur (paper),1228372
1332694,ASK STAFF,Kids Room,Books,6,1,JM Cur (paper),1228372
1332695,ASK STAFF,Kids Room,Books,5,3,JM Cur (paper),1228372
1332696,ASK STAFF,Kids Room,Books,5,3,JM Cur (paper),1228372
1332699,ASK STAFF,Kids Room,Books,3,1,JM Cur (paper),1228372
1332701,AVAILABLE,Kids Room,Books,15,5,JM Cur (paper),1228372
1333156,AVAILABLE,Adult Collection,Books,15,8,423.1 Bry,1264128
1333311,AVAILABLE,Kids Room,Books,152,42,EJF Barr,1243127
1333313,ASK STAFF,Kids Room,Books,9,2,EJF Kerr (paper),1220056
1333314,ASK STAFF,Kids Room,Books,4,2,EJF Kerr (paper),1220056
1333315,ASK STAFF,Kids Room,Books,5,1,EJF Kerr (paper),1220056
1333316,ASK STAFF,Kids Room,Books,4,1,EJF Kerr (paper),1220056
1333317,ASK STAFF,Kids Room,Books,3,0,EJF Kerr (paper),1220056
1333318,ASK STAFF,Kids Room,Books,6,0,EJF Kerr (paper),1220056
1333319,ASK STAFF,Kids Room,Books,5,0,EJF Kerr (paper),1220056
1333320,ASK STAFF,Kids Room,Books,6,0,EJF Kerr (paper),1220056
1333321,ASK STAFF,Kids Room,Books,5,1,EJF Kerr (paper),1220056
1333322,ASK STAFF,Kids Room,Books,4,0,EJF Kerr (paper),1220056
1333343,AVAILABLE,Kids Room,Books,116,36,BBK Pfis,1105756
1333369,AVAILABLE,Kids Room,Books,43,30,JF Lup (paper),1235353
1333381,AVAILABLE,Kids Room,Books,36,11,JM VanD (paper),1141251
1333389,AVAILABLE,Kids Room,Books,45,32,JM Law (paper),1184322
1333851,AVAILABLE,Kids Room,Books,68,20,BBK Sim,1141519
1333852,AVAILABLE,Kids Room,Books,67,20,BBK Sim,1141519
1334417,AVAILABLE,Kids Room,Books,64,15,EJF Trin (paper),1268807
1334418,AVAILABLE,Kids Room,Books,60,17,EJF Trin (paper),1268807
1336239,AVAILABLE,Kids Room,Books,57,12,JSF Cov (paper),1114507
1336336,AVAILABLE,Kids Room,Books,24,16,J 912 Stu,1266140
1336493,AVAILABLE,Kids Room,Books,33,19,JF American (paper),1096932
1336514,AVAILABLE,Kids Room,Books,30,15,JF Lew (paper),1018381
1336527,AVAILABLE,Kids Room,Books,51,12,JSF Alex (paper),1009851
1336599,AVAILABLE,Teen Room,Y Fiction,30,6,YF Cabo (paper),1191295
1337414,AVAILABLE,Kids Room,Books,104,30,PIC McNaught,1271913
1338862,AVAILABLE,Kids Room,Books,21,18,J 599.74 Nor,1038404
1340315,AVAILABLE,Kids Room,Books,82,32,JSF Wre (paper),1082783
1340377,AVAILABLE,Kids Room,Books,42,15,JF Smit (paper),1046435
1341127,AVAILABLE,Kids Room,Books,84,29,EJF Appl (paper),1275816
1342279,AVAILABLE,Kids Room,Books,20,14,JF Lewi (paper),1018382
1343309,AVAILABLE,Kids Room,Books,70,27,J 398.6 Rose,1138196
1343595,AVAILABLE,Kids Room,Books,56,15,JSF Las (paper),1223071
1343686,REFERENCE,Kids Room,Non-circulating,0,0,R J 419.703 Cos,1273203
1343774,AVAILABLE,Kids Room,Books,35,18,JSF Kol (paper),1205773
1344298,AVAILABLE,Kids Room,Books,121,36,EJF Park (paper),1090245
1344814,AVAILABLE,Adult Collection,Books,18,6,769 Sco,1000034
1344952,AVAILABLE,Kids Room,Books,57,13,EJF Sach (paper),1162209
1345009,AVAILABLE,Kids Room,Books,99,38,EJF Park (paper),1134263
1345844,AVAILABLE,Kids Room,Books,40,23,JF Phi,1281205
1346561,AVAILABLE,Kids Room,Books,24,8,JF Man (paper),1282082
1346587,AVAILABLE,Adult Collection,Books,14,8,917.56 Old,1282107
1347443,AVAILABLE,Teen Room,Y Fiction,36,5,YF Coh (paper),1180006
1347579,AVAILABLE,Adult Collection,Adult Fiction,22,7,FIC Yate (paper),1160350
1348072,ASK STAFF,Kids Room,Books,1,1,JF Gif (paper),1252719
1348073,ASK STAFF,Kids Room,Books,2,1,JF Gif (paper),1252719
1348075,AVAILABLE,Kids Room,Books,5,3,JF Gif (paper),1252719
1348076,ASK STAFF,Kids Room,Books,2,0,JF Gif (paper),1252719
1348077,ASK STAFF,Kids Room,Books,3,0,JF Gif (paper),1252719
1348078,ASK STAFF,Kids Room,Books,3,2,JF Gif (paper),1252719
1348079,ASK STAFF,Kids Room,Books,1,0,JF Gif (paper),1252719
1348080,AVAILABLE,Kids Room,Books,4,4,JF Gif (paper),1252719
1348081,ASK STAFF,Kids Room,Books,1,0,JF Gif (paper),1252719
1348082,AVAILABLE,Kids Room,Books,8,3,JF Cou (paper),1227529
1348083,AVAILABLE,Kids Room,Books,4,6,JF Cou (paper),1227529
1348084,AVAILABLE,Kids Room,Books,3,6,JF Cou (paper),1227529
1348085,AVAILABLE,Kids Room,Books,3,6,JF Cou (paper),1227529
1348086,AVAILABLE,Kids Room,Books,3,6,JF Cou (paper),1227529
1348088,AVAILABLE,Kids Room,Books,4,7,JF Cou (paper),1227529
1348092,AVAILABLE,Kids Room,Books,18,3,JF Hel (paper),1244431
1348093,ASK STAFF,Kids Room,Books,5,1,JF Hel (paper),1244431
1348094,ASK STAFF,Kids Room,Books,5,5,JF Hel (paper),1244431
1348095,AVAILABLE,Kids Room,Books,7,1,JF Hel (paper),1244431
1348096,AVAILABLE,Kids Room,Books,15,13,JF Hel (paper),1244431
1348097,ASK STAFF,Kids Room,Books,5,2,JF Hel (paper),1244431
1348099,ASK STAFF,Kids Room,Books,5,2,JF Hel (paper),1244431
1348100,AVAILABLE,Kids Room,Books,10,6,JF Hel (paper),1244431
1348101,ASK STAFF,Kids Room,Books,4,5,JF Hel (paper),1244431
1348371,AVAILABLE,Kids Room Display,Books,158,47,ER Bere,1284225
1349113,AVAILABLE,Kids Room,Books,5,10,JF Yep (paper),1159921
1349114,AVAILABLE,Kids Room,Books,6,8,JF Yep (paper),1159921
1349115,AVAILABLE,Kids Room,Books,7,3,JF Yep (paper),1159921
1349116,AVAILABLE,Kids Room,Books,4,3,JF Yep (paper),1159921
1349117,AVAILABLE,Kids Room,Books,3,6,JF Yep (paper),1159921
1349118,AVAILABLE,Kids Room,Books,4,0,JF Yep (paper),1159921
1349119,AVAILABLE,Kids Room,Books,3,7,JF Yep (paper),1159921
1349120,AVAILABLE,Kids Room,Books,8,2,JF Yep (paper),1159921
1349137,AVAILABLE,Kids Room,Books,9,6,JF Will (paper),1205858
1349138,AVAILABLE,Kids Room,Books,6,7,JF Wil (paper),1205858
1349139,AVAILABLE,Kids Room,Books,6,7,JF Wil (paper),1205858
1349140,AVAILABLE,Kids Room,Books,7,8,JF Wil (paper),1205858
1349141,AVAILABLE,Kids Room,Books,9,10,JF Wil (paper),1205858
1349142,AVAILABLE,Kids Room,Books,5,10,JF Wil (paper),1205858
1349143,AVAILABLE,Kids Room,Books,10,9,JF Wil (paper),1205858
1349144,AVAILABLE,Kids Room,Books,7,7,JF Wil (paper),1205858
1349146,AVAILABLE,Kids Room,Books,8,12,JF Wil (paper),1205858
1349497,AVAILABLE,Kids Room,Books,25,16,JF Avi (paper),1085181
1349686,AVAILABLE,Kids Room,Books,5,0,JF Sal (paper),1253213
1349687,ASK STAFF,Kids Room,Books,3,2,JF Sal (paper),1253213
1349688,ASK STAFF,Kids Room,Books,3,1,JF Sal (paper),1253213
1349689,ASK STAFF,Kids Room,Books,4,0,JF Sal (paper),1253213
1349690,ASK STAFF,Kids Room,Books,5,0,JF Sal (paper),1253213
1349691,ASK STAFF,Kids Room,Books,3,3,JF Sal (paper),1253213
1349692,ASK STAFF,Kids Room,Books,2,2,JF Sal (paper),1253213
1349693,ASK STAFF,Kids Room,Books,3,0,JF Sal (paper),1253213
1349694,ASK STAFF,Kids Room,Books,1,1,JF Sal (paper),1253213
1349730,AVAILABLE,Teen Room,Y Fiction,18,12,YF Mey (paper),1152720
1349762,AVAILABLE,Teen Room,Y Fiction,25,4,YF Walk (paper),1257112
1349775,AVAILABLE,Teen Room,Y Fiction,93,25,YF Horo (paper),1180550
1349838,AVAILABLE,Kids Room,Books,25,12,J 912 Bri,1284704
1350782,AVAILABLE,Kids Room,Books,17,9,JF Jac (paper),1167712
1350788,AVAILABLE,Kids Room,Books,16,10,JF McC (paper),1184671
1350790,AVAILABLE,Teen Room,Y Fiction,25,15,YF Voi (paper),1047754
1350828,AVAILABLE,Teen Room,Y Fiction,44,27,YF Lond (paper),1153216
1350829,LOST & PAID,Teen Room,Y Fiction,42,21,YF Lond (paper),1153216
1350830,AVAILABLE,Teen Room,Y Fiction,48,30,YF Smit (paper),1249907
1350832,AVAILABLE,Teen Room,Y Fiction,39,12,YF Smi (paper),1249907
1350840,AVAILABLE,Teen Room,Y Fiction,21,19,YF Phil (paper),1138683
1350842,AVAILABLE,Teen Room,Y Fiction,23,9,YF Gri (paper),1178110
1350844,BILLED,Teen Room,Y Fiction,88,34,YF Horo (paper),1169338
1350851,AVAILABLE,Kids Room,Books,6,2,JF Fra (paper),1258683
1350852,ASK STAFF,Kids Room,Books,3,1,JF Fra (paper),1258683
1350853,AVAILABLE,Kids Room,Books,6,1,JF Fra (paper),1258683
1350900,AVAILABLE,Kids Room,Books,4,0,JF Fra (paper),1258683
1350901,ASK STAFF,Kids Room,Books,4,1,JF Fra (paper),1258683
1350902,ASK STAFF,Kids Room,Books,3,1,JF Fra (paper),1258683
1350903,AVAILABLE,Kids Room,Books,3,3,JF Fra (paper),1258683
1350904,AVAILABLE,Kids Room,Books,4,4,JF Fra (paper),1258683
1350905,AVAILABLE,Kids Room,Books,3,2,JF Fra (paper),1258683
1351190,AVAILABLE,Kids Room,Books,31,16,JF Loo (paper),1270556
1352313,AVAILABLE,Kids Room,Books,117,49,EJF Barr (paper),1237992
1352405,AVAILABLE,Kids Room,Books,46,13,EJF Etra (paper),1076716
1352741,AVAILABLE,Kids Room,Books,80,27,JSF Hale (paper),1225222
1352810,AVAILABLE,Adult Collection,Adult DVD 7 Day,263,54,DVD AMADEUS,1287235
1353001,AVAILABLE,Kids Room,Books,95,17,EJF Simo (paper),1288715
1353539,AVAILABLE,Adult Collection,Adult DVD 7 Day,222,48,DVD Akeelah,1276381
1353906,AVAILABLE,Adult Collection,Adult CD Audiobook,43,27,CD 598.2 Teki,1256316
1354600,AVAILABLE,Kids Room,Books,66,14,PIC Hut,1160996
1355215,AVAILABLE,Adult Collection,Adult Fiction,39,5,MYS Park (paper),1032088
1355217,AVAILABLE,Adult Collection,Adult Fiction,42,10,MYS Park (paper),1032104
