id,Status,Collection,Item Type,Total Checkouts,Total Renewals,Call Number,BibIds
1437404,AVAILABLE,Kids Room,Books,26,8,JM Care (paper),1284742
1437410,AVAILABLE,Kids Room,Books,43,14,EJF Osbo (paper),1234903
1437411,AVAILABLE,Kids Room,Books,47,21,EJF Osbo (paper),1234903
1437412,LOST & PAID,Kids Room,Books,27,16,EJF Osbo (paper),1164206
1437414,AVAILABLE,Kids Room,Books,48,18,EJF Park (paper),1249829
1437415,AVAILABLE,Kids Room,Books,55,16,EJF Park (paper),1249829
1437416,LOST & PAID,Kids Room,Books,39,15,EJF Park (paper),1249829
1437452,AVAILABLE,Kids Room,Books,21,15,JF Hadd (paper),1294854
1437453,AVAILABLE,Kids Room,Books,17,3,JSF Wald (paper),1322853
1437575,AVAILABLE,Kids Room,Books,27,6,PIC Lichtenh,1315611
1437577,AVAILABLE,Kids Room,Books,59,26,PIC Rocco,1318462
1437751,AVAILABLE,Kids Room,Books,3,5,JF John (paper),1142695
1437752,AVAILABLE,Kids Room,Books,0,0,JF John (paper),1142695
1438079,AVAILABLE,Adult Collection,Adult Fiction,38,14,SF Butc (paper),1257919
1438174,AVAILABLE,Adult Collection,Adult Fiction,21,5,MYS Box (paper),1195633
1438454,AVAILABLE,Adult Collection,Adult Fiction,49,28,SF Butc (paper),1213457
1438489,ON HOLDSHELF,Teen Room,Y Fiction,41,9,YF Evan,1359082
1439130,AVAILABLE,Adult Collection,Equipment,160,37,DML Kit 5 (DSLR T5i),1383820
1439164,AVAILABLE,Kids Room,Books,11,7,JF Ada (paper),1321239
1439165,AVAILABLE,Kids Room,Books,12,5,JF Ada (paper),1321239
1439166,AVAILABLE,Kids Room,Books,17,6,JF Ada (paper),1321239
1439167,AVAILABLE,Kids Room,Books,16,5,JF Ada (paper),1321239
1439168,LOST & PAID,Kids Room,Books,35,13,JF DiCa (paper),1159196
1439169,AVAILABLE,Kids Room,Books,43,20,JF DiCa (paper),1159196
1439170,AVAILABLE,Kids Room,Books,54,25,JF DiCa (paper),1159196
1439171,IN MENDING,Kids Room,Books,44,22,JSF Rex (paper),1259681
1439184,AVAILABLE,Kids Room,Books,49,21,JF Lai (paper),1314951
1439185,AVAILABLE,Kids Room,Books,50,20,JF Lai (paper),1314951
1439186,AVAILABLE,Kids Room,Books,52,27,JF Lai (paper),1314951
1439188,AVAILABLE,Kids Room,Books,12,9,JF Lord (paper),1021899
1439189,AVAILABLE,Kids Room,Books,10,10,JF Lord (paper),1021899
1439190,AVAILABLE,Kids Room,Books,8,5,JF Lord (paper),1021899
1439191,AVAILABLE,Kids Room,Books,9,3,JF Lord (paper),1021899
1439192,AVAILABLE,Kids Room,Books,25,17,JF Lin (paper),1230584
1439194,AVAILABLE,Kids Room,Books,4,6,JF Park (paper),1112889
1439197,ON HOLDSHELF,Kids Room,Books,24,8,JF Babb (paper),1010124
1439198,AVAILABLE,Kids Room,Books,26,20,JF Babb (paper),1010124
1439201,AVAILABLE,Teen Room,Y Fiction,15,6,YF Avi (paper),1075521
1439202,AVAILABLE,Teen Room,Y Fiction,7,5,YF Avi (paper),1075521
1439203,AVAILABLE,Teen Room,Y Fiction,14,8,YF Avi (paper),1075521
1439210,IN MENDING,Kids Room,Books,52,23,EJF Gutm (paper),1359237
1439212,AVAILABLE,Kids Room,Books,56,16,EJF Roy (paper),1237415
1439213,AVAILABLE,Kids Room,Books,34,16,EJF Nees (paper),1352638
1439775,LOST & PAID,Adult Collection,Adult Fiction,15,6,FIC Cric (paper),1028486
1439846,AVAILABLE,Adult Collection,Books,3,1,346.7305 Fede,1042353
1439852,AVAILABLE,Kids Room,Books,29,17,JM Turn (paper),1333533
1439853,AVAILABLE,Kids Room,Books,35,26,JM Turn (paper),1333533
1439957,AVAILABLE,Kids Room,Books,33,9,EJF Nees (paper),1359837
1440458,AVAILABLE,Kids Room,Books,23,13,JF Clem (paper),1215288
1440462,AVAILABLE,Kids Room,Books,40,19,EJF Keen (paper),1292513
1440466,AVAILABLE,Kids Room,Books,34,28,JF Clea (paper),1017353
1440467,AVAILABLE,Kids Room,Books,19,7,JSF Lask (paper),1322767
1440468,AVAILABLE,Kids Room,Books,13,2,JF Hahn (paper),1213265
1440474,AVAILABLE,Kids Room,Books,12,3,JF Farm (paper),1124533
1440939,AVAILABLE,Kids Room,Books,73,15,EJF Roy (paper),1361130
1440941,IN MENDING,Kids Room,Books,54,22,EJF Roy (paper),1361130
1440955,AVAILABLE,Kids Room,Books,44,11,JF Blum (paper),1188207
1441518,AVAILABLE,Kids Room,Books,10,4,JF Chri (paper),1112018
1441519,AVAILABLE,Kids Room,Books,12,8,JF Chri (paper),1105866
1441520,AVAILABLE,Kids Room,Books,7,11,JF Chri (paper),1106815
1441524,AVAILABLE,Teen Room,Y Fiction,36,20,YF West (paper),1220964
1441617,IN MENDING,Kids Room,Books,57,19,EJF Park (paper),1088639
1441618,AVAILABLE,Kids Room,Books,55,21,EJF Park (paper),1090245
1441619,AVAILABLE,Kids Room,Books,57,17,EJF Park (paper),1109130
1441620,AVAILABLE,Kids Room,Books,56,13,EJF Park (paper),1139841
1441621,AVAILABLE,Kids Room,Books,54,18,EJF Park (paper),1138564
1441870,AVAILABLE,Teen Room,Y Fiction,20,18,YF Prat (paper),1339373
1441872,AVAILABLE,Teen Room,Y Fiction,9,1,YF Myer (paper),1212801
1441873,AVAILABLE,Teen Room,Y Fiction,9,8,YF Myer (paper),1212801
1441876,AVAILABLE,Teen Room,Y Fiction,20,8,YF Mead (paper),1306434
1442136,AVAILABLE,Adult Collection,Adult Fiction,26,4,FIC Thor (paper),1269318
1442905,CLMS RETD,Kids Room,Books,45,32,EJF Osbo (paper),1108860
1442906,LOST & PAID,Kids Room,Books,47,21,EJF Osbo (paper),1108860
1443262,STORYTIME USE,Kids Room,Books,1,0,CS PIC Reid,1130778
1443477,AVAILABLE,Adult Collection,Adult Fiction,13,4,SF Card (paper),1247027
1443478,AVAILABLE,Adult Collection,Adult Fiction,7,4,FIC Card (paper),1135870
1443479,AVAILABLE,Adult Collection,Adult Fiction,17,14,SF Card (paper),1057478
1443480,IN MENDING,Adult Collection,Adult Fiction,20,8,FIC Cobe (paper),1263798
1443483,AVAILABLE,Adult Collection,Adult Fiction,6,0,MYS Harr (paper),1236928
1443485,AVAILABLE,Adult Collection,Adult Fiction,5,4,SF Harr (paper),1249437
1443487,AVAILABLE,Adult Collection,Adult Fiction,6,5,SF Harr (paper),1298805
1443488,AVAILABLE,Adult Collection,Adult Fiction,43,15,SF Butc (paper),1258629
1443489,AVAILABLE,Adult Collection,Adult Fiction,28,29,SF Butc (paper),1257917
1443491,AVAILABLE,Adult Collection,Adult Fiction,8,1,FIC Koon (paper),1221902
1443492,AVAILABLE,Adult Collection,Adult Fiction,5,0,FIC Koon (paper),1216539
1443493,BILLED,Adult Collection,Adult Fiction,8,3,FIC Koon (paper),1167001
1444301,AVAILABLE,Kids Room,Books,40,18,JSF Flan (paper),1253632
1444305,AVAILABLE,Kids Room,Books,38,17,JSF Flan (paper),1239004
1444308,AVAILABLE,Kids Room,Books,45,7,JSF Sage (paper),1220141
1444339,AVAILABLE,Kids Room,Books,27,6,JF Lin (paper),1230584
1444357,AVAILABLE,Kids Room,Books,47,27,EJF Park (paper),1227527
1444359,AVAILABLE,Kids Room,Books,48,23,EJF Roy (paper),1157673
1444433,AVAILABLE,Adult Collection,Adult Fiction,4,4,SF Hayd (paper),1176655
1444434,AVAILABLE,Adult Collection,Adult Fiction,1,3,SF Hayd (paper),1212018
1444435,AVAILABLE,Adult Collection,Adult Fiction,1,3,SF Hayd (paper),1187497
1444436,AVAILABLE,Adult Collection,Adult Fiction,1,3,SF Hayd (paper),1244030
1444437,AVAILABLE,Adult Collection,Adult Fiction,5,1,SF Hayd (paper),1161857
1444592,AVAILABLE,Teen Room,Y Fiction,8,3,YF Renn (paper),1160895
1444609,AVAILABLE,Kids Room,Books,24,13,JSF Pier (paper),1159846
1444716,AVAILABLE,Kids Room,Books,3,2,JF Lord (paper),1021899
1445052,AVAILABLE,Teen Room,Y Fiction,47,14,YF Tayl (paper),1323390
1445057,AVAILABLE,Teen Room,Y Fiction,39,22,YF Chbo (paper),1293474
1445058,AVAILABLE,Teen Room,Y Fiction,43,23,YF Chbo (paper),1293474
1445897,AVAILABLE,Kids Room,Books,51,19,BBK Sis,1169360
1446313,CLMS RETD,Kids Room,Books,16,7,JSF Hadd (paper),1171668
1446314,AVAILABLE,Kids Room,Books,18,9,JSF Hadd (paper),1171668
1446321,AVAILABLE,Kids Room,Books,45,21,EJF Osbo (paper),1284233
1446322,AVAILABLE,Kids Room,Books,46,26,EJF Osbo (paper),1284233
1446326,AVAILABLE,Kids Room,Books,23,7,JF Rock (paper),1020228
1446329,AVAILABLE,Kids Room,Books,42,20,JSF Epst (paper),1322413
1446330,AVAILABLE,Kids Room,Books,28,26,JF Trav (paper),1174838
1446332,AVAILABLE,Kids Room,Books,25,21,JF Jaco (paper),1316584
1446337,AVAILABLE,Kids Room,Books,51,9,EJF Roy (paper),1154047
1446338,AVAILABLE,Kids Room,Books,46,19,EJF Roy (paper),1154047
1446359,AVAILABLE,Kids Room,Books,69,20,BBK Boyn,1123354
1446410,AVAILABLE,Kids Room,Books,17,21,J 372.452 Trel,1364561
1447225,AVAILABLE,Adult Collection,Books,1,1,PROF 658.311 Murp,1358858
1447308,OUT OF CIRC.,Adult Collection,Books,4,7,PROF 153.68 Ston,1361780
1447309,AVAILABLE,Adult Collection,Books,3,3,PROF 158.5 Fish,1346785
1447642,AVAILABLE,Teen Room,Y Fiction,16,5,YF Rae (paper),1365309
1448062,AVAILABLE,Kids Room,Books,50,19,JF Bosc (paper),1270470
1448070,AVAILABLE,Kids Room,Books,15,13,JSF Rodd (paper),1195068
1448072,AVAILABLE,Kids Room,Books,47,23,EJF Dade (paper),1365517
1448073,AVAILABLE,Kids Room,Books,43,14,EJF Dade (paper),1365517
1448074,AVAILABLE,Kids Room,Books,47,19,EJF Dade (paper),1365403
1448075,AVAILABLE,Kids Room,Books,46,28,EJF Dade (paper),1365403
1448076,AVAILABLE,Kids Room,Books,44,21,EJF Dade (paper),1365537
1448077,AVAILABLE,Kids Room,Books,46,23,EJF Dade (paper),1365537
1448078,AVAILABLE,Kids Room,Books,47,22,JF Atwa (paper),1010085
1448087,AVAILABLE,Kids Room,Books,41,12,EJF Roy (paper),1365559
1448089,AVAILABLE,Kids Room,Books,43,26,EJF Roy (paper),1365318
1448095,AVAILABLE,Kids Room,Books,58,20,EJF Roy (paper),1219577
1448135,AVAILABLE,Teen Room,Y Fiction,33,14,YF Dess (paper),1138444
1448483,AVAILABLE,Kids Room,Books,43,23,JF Pilk (paper),1131367
1449469,AVAILABLE,Kids Room,Books,30,15,JM Warn (paper),1181850
1449483,AVAILABLE,Kids Room,Books,42,17,JF Lowr (paper),1068470
1450072,AVAILABLE,Kids Room,Books,40,20,EJF Pari (paper),1365932
1450197,AVAILABLE,Teen Room,Y Fiction,41,20,YF Gree (paper),1328188
1450198,AVAILABLE,Teen Room,Y Fiction,45,21,YF Gree (paper),1328188
1450210,AVAILABLE,Teen Room,Y Fiction,20,8,YF Carr (paper),1308485
1450223,AVAILABLE,Teen Room,Y Fiction,37,18,YF Horo (paper),1169338
1450304,LOST & PAID,Kids Room,Books,24,12,JM Rask (paper),1019825
1450305,AVAILABLE,Kids Room,Books,34,28,JM Rask (paper),1019825
1450308,AVAILABLE,Kids Room,Books,43,21,JSF Hunt (paper),1209117
1450312,AVAILABLE,Kids Room,Books,15,12,JF Gree (paper),1321315
1450314,AVAILABLE,Kids Room,Books,36,24,JF Lowr (paper),1068470
1450315,AVAILABLE,Kids Room,Books,33,24,JF Lowr (paper),1068470
1450329,AVAILABLE,Kids Room,Books,47,25,EJF Roy (paper),1180984
1450330,AVAILABLE,Kids Room,Books,59,20,EJF Roy (paper),1180984
1450331,AVAILABLE,Kids Room,Books,46,12,EJF Roy (paper),1189750
1450340,IN MENDING,Kids Room,Books,41,25,EJF Roy (paper),1276202
1450341,IN MENDING,Kids Room,Books,48,31,JF Dahl (paper),1186066
1450342,AVAILABLE,Kids Room,Books,31,19,EJF Brow (paper),1365934
1450343,AVAILABLE,Kids Room,Books,30,16,EJF Brow (paper),1365934
1450559,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,2,0,Friends' Book Group,1356292
1450560,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,1,1,Friends' Book Group,1356292
1450561,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,1,0,Friends' Book Group,1356292
1450562,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,2,0,Friends' Book Group,1356292
1450563,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,0,0,Friends' Book Group,1356292
1450564,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,1,0,Friends' Book Group,1356292
1450565,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,1,1,Friends' Book Group,1356292
1450566,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,1,1,Friends' Book Group,1356292
1450567,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,0,0,Friends' Book Group,1356292
1450568,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,0,0,Friends' Book Group,1356292
1450569,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,0,0,Friends' Book Group,1356292
1450570,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,0,0,Friends' Book Group,1356292
1450571,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,0,0,Friends' Book Group,1356292
1450572,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,3,1,Friends' Book Group,1356292
1450573,OUT OF CIRC.,Friends' Book Group,Friends' Book Group,2,1,Friends' Book Group,1356292
1451034,AVAILABLE,Teen Room,Y Fiction,11,2,YF Myra (paper),1250770
1451038,AVAILABLE,Teen Room,Y Fiction,21,11,YF West (paper),1237653
1451040,AVAILABLE,Teen Room,Y Fiction,37,22,YF West (paper),1227093
1451127,AVAILABLE,Teen Room,Y Fiction,9,5,YF Bush (paper),1305799
1451449,AVAILABLE,Teen Room,Y Fiction,8,10,YF Frie (paper),1296895
1451721,AVAILABLE,Kids Room,Books,44,17,BBK Burt,1131405
1451739,AVAILABLE,Kids Room,Books,13,14,JF Gant (paper),1143637
1451741,AVAILABLE,Kids Room,Books,15,6,EJF Klin (paper),1175736
1451752,AVAILABLE,Kids Room,Books,43,22,EJF Roy (paper),1157673
1451879,AVAILABLE,Kids Room,Books,47,20,JF Mass (paper),1302747
1451887,AVAILABLE,Kids Room,Books,49,26,JF Bosc (paper),1261588
1451888,AVAILABLE,Kids Room,Books,17,17,JF Butt (paper),1014110
1451889,AVAILABLE,Kids Room,Books,46,15,JF Mass (paper),1245177
1451892,BILLED,Kids Room,Books,16,11,JSF Hunt (paper),1266490
1451894,AVAILABLE,Kids Room,Books,11,13,JSF Alex (paper),1009869
1452000,CLMS RETD,Kids Room,Books,29,19,EJF Roy (paper),1366404
1452001,AVAILABLE,Kids Room,Books,35,9,EJF Roy (paper),1366404
1452002,AVAILABLE,Kids Room,Books,30,15,EJF Roy (paper),1366404
1452237,AVAILABLE,Kids Room,Books,42,19,JF Davi (paper),1252069
1452238,AVAILABLE,Kids Room,Books,29,19,JF Clea (paper),1017638
1452239,AVAILABLE,Kids Room,Books,39,20,JF Clea (paper),1017639
1452247,AVAILABLE,Teen Room,Y Fiction,16,13,YF West (paper),1237653
1452248,AVAILABLE,Teen Room,Y Fiction,39,18,YF West (paper),1220964
1452249,AVAILABLE,Teen Room,Y Fiction,5,1,YF Vail (paper),1224235
1452587,BILLED,Teen Room,Y Fiction,3,2,YF Paul (paper),1074991
1452621,AVAILABLE,Teen Room,Y Fiction,42,21,YF Scot (paper),1251912
1452664,AVAILABLE,Kids Room,Books,27,17,JSF Geor (paper),1250539
1452940,AVAILABLE,Kids Room,Books,23,6,EJF Klin (paper),1226228
1453004,AVAILABLE,Adult Collection,Books,4,5,616.075 Curr,1003771
1453231,AVAILABLE,Kids Room,Books,40,16,JF Davi (paper),1318441
1453240,AVAILABLE,Kids Room,Books,27,18,JF Davi (paper),1332526
1453249,AVAILABLE,Kids Room,Books,31,14,JF Bent (paper),1226612
1453250,AVAILABLE,Kids Room,Books,39,15,JF Mass (paper),1339794
1453251,AVAILABLE,Kids Room,Books,40,17,JF Mass (paper),1339751
1453253,AVAILABLE,Kids Room,Books,47,22,EJF Park (paper),1147637
1453254,AVAILABLE,Kids Room,Books,36,22,JF Davi (paper),1341753
1454243,AVAILABLE,Adult Collection,Equipment,80,11,DML Kit 9 (Projector),1358053
1454354,AVAILABLE,Adult Collection,Books,38,30,.,1168190
1454363,AVAILABLE,Adult Collection,Adult Fiction,8,5,FIC Hill (paper),1301930
1454510,AVAILABLE,Kids Room,Books,35,16,EJF Roy (paper),1370008
1454511,AVAILABLE,Kids Room,Books,29,14,EJF Roy (paper),1370008
1454512,AVAILABLE,Kids Room,Books,35,16,EJF Roy (paper),1370008
1454513,AVAILABLE,Kids Room,Books,32,18,EJF Roy (paper),1370009
1454514,AVAILABLE,Kids Room,Books,36,10,EJF Roy (paper),1370009
1454515,AVAILABLE,Kids Room,Books,33,16,EJF Roy (paper),1370009
1454667,AVAILABLE,Kids Room,Books,4,1,JF Gutm (paper),1304036
1454685,AVAILABLE,Kids Room,Books,24,10,JF Catl (paper),1014370
1454697,AVAILABLE,Kids Room,Books,32,16,JF Bent (paper),1211776
1454699,AVAILABLE,Kids Room,Books,61,21,EJF Dade (paper),1332291
1455106,AVAILABLE,Kids Room,Books,35,21,EJF West (paper),1367861
1455107,LOST & PAID,Kids Room,Books,29,22,EJF West (paper),1367861
1455176,AVAILABLE,Teen Room,Y Fiction,32,15,YF Horo (paper),1195780
1455303,AVAILABLE,Teen Room,Y Fiction,26,13,YF Pier (paper),1186532
1455316,AVAILABLE,Adult Collection,Adult Fiction,15,1,FIC Cook (paper),1323123
1455515,AVAILABLE,Kids Room,Books,16,17,JF Covi (paper),1226359
1455688,AVAILABLE,Kids Room,CHC DVD 7 Day,71,50,JDVD Star e.1 Blu-ray,1358004
1455689,AVAILABLE,Kids Room,CHC DVD 7 Day,66,40,JDVD Star e.1 Blu-ray,1358004
1455690,AVAILABLE,Kids Room,CHC DVD 7 Day,62,45,JDVD Star e.2 Blu-ray,1358003
1455691,AVAILABLE,Kids Room,CHC DVD 7 Day,80,34,JDVD Star e.2 Blu-ray,1358003
1455692,AVAILABLE,Kids Room,CHC DVD 7 Day,87,36,JDVD Star e.3 Blu-ray,1358005
1455869,AVAILABLE,Kids Room,Books,50,26,BBK Patr,1286132
1455895,AVAILABLE,Teen Room,Y Fiction,34,10,YF Pier,1019461
1455896,AVAILABLE,Teen Room,Y Fiction,7,7,YF Bria (paper),1348133
1455904,AVAILABLE,Kids Room,Books,30,14,JSF DuPr (paper),1238196
1455905,IN MENDING,Kids Room,Books,38,8,JF Birn (paper),1262038
1455907,AVAILABLE,Kids Room,Books,44,26,JF Blum (paper),1013681
1455919,AVAILABLE,Teen Room,Y Fiction,38,10,YF Form (paper),1282231
1455920,AVAILABLE,Teen Room,Y Fiction,2,0,YF Hinw (paper),1317809
1455930,AVAILABLE,Teen Room,Y Fiction,7,6,YF Roy (paper),1310221
1455943,AVAILABLE,Teen Room,Y Fiction,11,7,YF Cabo (paper),1248095
1456108,AVAILABLE,Kids Room,Books,21,18,JF Alex (paper),1195854
1456109,AVAILABLE,Kids Room,Books,35,21,EJF Brow (paper),1292812
1456121,AVAILABLE,Kids Room,Books,39,25,EJF Dade (paper),1342703
1456130,AVAILABLE,Kids Room,Books,34,20,JM Warn (paper),1076345
1456286,AVAILABLE,Kids Room,Books,7,4,EJF Pink (paper),1163643
1456633,AVAILABLE,Kids Room,Books,34,14,EJF Osbo (paper),1164206
1457081,AVAILABLE,Kids Room,Books,23,18,JF Este (paper),1185756
1457084,AVAILABLE,Kids Room,Books,16,15,JF Coy (paper),1302677
1457085,AVAILABLE,Kids Room,Books,24,16,JSF Oliv (paper),1323425
1457493,AVAILABLE,Teen Room,Y Fiction,21,14,YF Schm (paper),1326824
1457494,AVAILABLE,Teen Room,Y Fiction,24,14,YF Bloo (paper),1137861
1457757,AVAILABLE,Adult Collection,Non-circulating,0,0,346.7305 Fede,1042353
1457843,AVAILABLE,Kids Room Display,Books,82,12,BBK Brow,1136904
1457844,AVAILABLE,Kids Room Display,Books,59,25,BBK Brow,1136904
1458049,LOST & PAID,Teen Room,Y Fiction,32,6,YF Dash (paper),1310618
1458205,AVAILABLE,Kids Room,Books,39,26,JF Bird (paper),1225170
1458206,AVAILABLE,Kids Room,Books,38,30,JF Bird (paper),1225170
1458207,AVAILABLE,Kids Room,Books,35,16,JF Davi (paper),1252069
1458209,AVAILABLE,Kids Room,Books,35,13,JF Davi (paper),1252069
1458210,AVAILABLE,Kids Room,Books,31,14,JF Davi (paper),1252069
1458211,AVAILABLE,Kids Room,Books,16,6,JF Gaim (paper),1356544
1458212,AVAILABLE,Kids Room,Books,26,19,JF Gaim (paper),1356544
1458213,AVAILABLE,Kids Room,Books,22,23,JF Gaim (paper),1356544
1458214,AVAILABLE,Kids Room,Books,26,13,JF Gaim (paper),1356544
1458220,AVAILABLE,Kids Room,Books,27,23,JM Rask (paper),1019825
1458221,AVAILABLE,Kids Room,Books,26,12,JM Rask (paper),1019825
1458222,AVAILABLE,Kids Room,Books,8,7,JF Hadd (paper),1114829
1458223,AVAILABLE,Kids Room,Books,9,10,JF Hadd (paper),1114829
1458224,AVAILABLE,Kids Room,Books,8,4,JF Hadd (paper),1114829
1458225,AVAILABLE,Kids Room,Books,6,4,JF Hadd (paper),1114829
1458227,AVAILABLE,Kids Room,Books,9,4,JF Perk (paper),1308138
1458229,AVAILABLE,Kids Room,Books,13,3,JF Hyde (paper),1369060
1458235,AVAILABLE,Kids Room,Books,25,8,JF Bara (paper),1286396
1458358,BILLED,Adult Collection,Adult Fiction,31,25,FIC Flyn (paper),1243787
1458788,AVAILABLE,Teen Room,Y Fiction,5,3,YF Dola (paper),1330131
1459032,AVAILABLE,Kids Room,Books,13,2,JF Hadd (paper),1114829
1459058,AVAILABLE,Kids Room,Kids Kits,24,10,Kids BookKit Bag 58b,1342006
1459122,AVAILABLE,Adult Collection,Adult Fiction,35,16,SF Mart,1343101
1459423,AVAILABLE,Adult Collection,Books,7,1,975.6565 Chap,1104720
1459505,AVAILABLE,Kids Room,Books,36,13,EJF Kirb (paper),1330488
1459506,AVAILABLE,Kids Room,Books,38,17,EJF Kirb (paper),1330488
1459507,AVAILABLE,Kids Room,Books,18,10,EJF Kirb (paper),1372972
1459508,AVAILABLE,Kids Room,Books,24,5,EJF Kirb (paper),1372972
1459509,AVAILABLE,Kids Room,Books,27,9,EJF Kirb (paper),1331554
1459510,AVAILABLE,Kids Room,Books,24,6,EJF Kirb (paper),1331554
1459511,AVAILABLE,Kids Room,Books,36,16,EJF Kirb (paper),1331486
1459513,AVAILABLE,Kids Room,Books,26,3,EJF Kirb (paper),1352687
1459514,AVAILABLE,Kids Room,Books,18,9,EJF Kirb (paper),1352687
1459515,AVAILABLE,Kids Room,Books,18,14,EJF Kirb (paper),1368874
1459516,AVAILABLE,Kids Room,Books,15,9,EJF Kirb (paper),1368874
1459517,AVAILABLE,Kids Room,Books,18,11,EJF Kirb (paper),1364645
1459518,AVAILABLE,Kids Room,Books,21,8,EJF Kirb (paper),1364645
1459519,AVAILABLE,Kids Room,Books,21,9,EJF Kirb (paper),1372971
1459520,AVAILABLE,Kids Room,Books,21,10,EJF Kirb (paper),1372971
1459521,AVAILABLE,Kids Room,Books,26,19,EJF Kirb (paper),1331485
1459522,AVAILABLE,Kids Room,Books,26,14,EJF Kirb (paper),1331485
1459523,AVAILABLE,Kids Room,Books,26,8,EJF Kirb (paper),1340450
1459524,AVAILABLE,Kids Room,Books,22,6,EJF Kirb (paper),1340450
1459525,AVAILABLE,Kids Room,Books,21,8,EJF Kirb (paper),1356501
1459526,AVAILABLE,Kids Room,Books,17,11,EJF Kirb (paper),1356501
1459527,AVAILABLE,Kids Room,Books,21,7,EJF Kirb (paper),1359253
1459528,AVAILABLE,Kids Room,Books,23,8,EJF Kirb (paper),1359253
1459534,AVAILABLE,Kids Room,Books,19,11,JF MacL (paper),1022081
1459535,AVAILABLE,Kids Room,Books,39,16,EJF Park (paper),1139841
1459536,AVAILABLE,Kids Room,Books,46,12,EJF Park (paper),1139841
1459539,AVAILABLE,Kids Room,Books,24,8,EJF Roy (paper),1365559
1459540,AVAILABLE,Kids Room,Books,28,12,EJF Roy (paper),1365559
1459541,AVAILABLE,Kids Room,Books,17,6,JSF Lask (paper),1249830
1459543,AVAILABLE,Kids Room,Books,29,17,JSF DuPr (paper),1238196
1459544,AVAILABLE,Kids Room,Books,38,15,JF McDo (paper),1308880
1459545,AVAILABLE,Kids Room,Books,34,14,JSF Baum (paper),1281139
1459769,AVAILABLE,Kids Room,Books,24,13,JM Warn (paper),1105739
1460250,AVAILABLE,Teen Room,Y Fiction,17,15,YF Lock,1265353
1460378,AVAILABLE,Adult Collection,Adult Fiction,33,20,MYS Bowe (paper),1252982
1460636,AVAILABLE,Teen Room,Y Fiction,15,20,YF Smit (paper),1360751
1460722,AVAILABLE,Kids Room,Books,15,2,JF Look (paper),1348325
1460785,AVAILABLE,Adult Collection,Adult Fiction,9,1,SF Lack,1343106
1460885,AVAILABLE,Kids Room,Books,39,9,EJF Roy (paper),1222756
1460886,AVAILABLE,Kids Room,Books,39,18,EJF Roy (paper),1222756
1460887,AVAILABLE,Kids Room,Books,39,14,EJF Roy (paper),1256108
1460888,AVAILABLE,Kids Room,Books,38,16,EJF Roy (paper),1256108
1460889,AVAILABLE,Kids Room,Books,34,20,EJF Roy (paper),1211721
1460890,AVAILABLE,Kids Room,Books,35,18,EJF Roy (paper),1211721
1460902,AVAILABLE,Kids Room,Books,36,17,EJF Roy (paper),1288384
1460903,AVAILABLE,Kids Room,Books,26,14,EJF Appl (paper),1271883
1460904,AVAILABLE,Kids Room,Books,40,18,EJF Park (paper),1182701
1460905,AVAILABLE,Kids Room,Books,36,17,EJF Park (paper),1182515
1460906,AVAILABLE,Kids Room,Books,38,19,EJF Park (paper),1182515
1460907,AVAILABLE,Kids Room,Books,26,16,EJF Roy (paper),1254222
1461186,AVAILABLE,Kids Room,Books,47,18,JSF Stew (paper),1246600
1461187,LOST & PAID,Kids Room,Books,27,10,JSF Stew (paper),1246600
1461188,AVAILABLE,Kids Room,Books,34,33,JF Bird (paper),1225170
1461189,AVAILABLE,Kids Room,Books,36,23,JF Bird (paper),1225170
1461194,AVAILABLE,Kids Room,Books,26,15,JF Curt (paper),1117067
1461200,AVAILABLE,Kids Room,Books,11,6,JM VanD (paper),1141251
1461201,AVAILABLE,Kids Room,Books,13,18,JM VanD (paper),1141251
1461202,AVAILABLE,Kids Room,Books,13,8,JM VanD (paper),1141251
1462060,IN MENDING,Kids Room,Books,18,15,JSF Bemi (paper),1292470
1462530,AVAILABLE,Adult Collection,Books,26,33,378.1662 Mart,1258860
1462542,AVAILABLE,Kids Room,CHC DVD 7 Day,82,55,JDVD Into,1374241
1462643,AVAILABLE,Kids Room,Books,25,24,JF Kess (paper),1208643
1462645,AVAILABLE,Kids Room,Books,19,10,JF Colf (paper),1261058
1462711,AVAILABLE,Kids Room,Books,26,12,JF Bruc (paper),1218087
1462712,AVAILABLE,Kids Room,Books,22,13,JF Bruc (paper),1218087
1462719,AVAILABLE,Kids Room,Books,28,16,JF Sloa (paper),1355528
1462720,AVAILABLE,Kids Room,Books,27,18,JF Sloa (paper),1355528
1462721,AVAILABLE,Kids Room,Books,27,20,JF Sloa (paper),1355528
